X,Y,Incident_ID,Agency,Offense,Street,City,State,Zipcode,Date_of_Report,Date_of_Occurrence,Date_Found,Reported_As,Premise_Description,Forcible,Weapon_Description,Victim_Age,Victim_Race,Victim_Gender,Latitude,Longitude,ObjectId,
-8800514.407,4292228.497,76559,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,112 MISTY WOODS CIR,CHAPEL HILL,NC,27514,2010/05/03 22:08:00+00,2010/05/03 22:07:00+00,2010/05/03 22:08:00+00,<Null>,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.938981,-79.056366,2239,
-8799651.904,4288647.004,76310,CHPD,LOUD MUSIC/PARTY,247 CAMERON AVE,CHAPEL HILL,NC,27514,2010/04/20 23:14:00+00,2010/04/20 23:13:00+00,2010/04/20 23:14:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.912928,-79.048618,2271,
-8800639.53,4288181.481,76624,CHPD,LOUD MUSIC/PARTY,308 W CAMERON AVE,CHAPEL HILL,NC,27516,2010/05/06 23:25:00+00,2010/05/06 23:25:00+00,2010/05/06 23:25:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.909541,-79.05749,2380,
-8800231.21,4290503.382,77056,CHPD,LOUD MUSIC/PARTY,817 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27516,2010/05/28 23:38:00+00,2010/05/28 23:37:00+00,2010/05/28 23:38:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.926433,-79.053822,2406,
-8800557.154,4287690.828,76447,CHPD,LOUD MUSIC/PARTY,223 VANCE ST,CHAPEL HILL,NC,27516,2010/04/28 00:09:00+00,2010/04/28 00:08:00+00,2010/04/28 00:09:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.905971,-79.05675,2431,
-8801351.975,4287775.626,76520,CHPD,LOUD MUSIC/PARTY,405 S MERRITT MILL RD,CARRBORO,NC,27510,2010/05/01 23:01:00+00,2010/05/01 23:01:00+00,2010/05/01 23:01:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.906588,-79.06389,2440,
-8800635.411,4289220.035,76474,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,105 STEPHENS ST,CHAPEL HILL,NC,27516,2010/04/29 05:17:00+00,2010/04/29 05:17:00+00,2010/04/29 05:17:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,<Null>,<Null>,<Null>,<Null>,<Null>,35.917097,-79.057453,2469,
-8800257.259,4295297.617,76838,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,200 WESTMINSTER,CHAPEL HILL,NC,27514,2010/05/18 17:27:00+00,2010/05/18 17:00:00+00,2010/05/18 17:27:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,<Null>,<Null>,40,W,F,35.9613,-79.054056,2539,
-8801051.635,4293450.458,76989,CHPD,LOUD MUSIC/PARTY,1142 N HERITAGE CIR,CHAPEL HILL,NC,27516,2010/05/25 00:36:00+00,2010/05/25 00:35:00+00,2010/05/25 00:36:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.947868,-79.061192,2610,
-8800800.387,4289069.524,76966,CHPD,LOUD MUSIC/PARTY,410 PRITCHARD AVE,CHAPEL HILL,NC,27516,2010/05/25 02:15:00+00,2010/05/25 02:14:00+00,2010/05/25 02:15:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.916002,-79.058935,2640,
-8797119.385,4288016.141,76834,CHPD,LOUD MUSIC,1060 NC HWY 54 BYPASS,CHAPEL HILL,NC,27517,2010/05/18 20:03:00+00,2010/05/18 20:02:00+00,2010/05/18 20:03:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,35,B,F,35.908338,-79.025868,2697,
-8801577.731,4289009.045,76597,CHPD,LOUD MUSIC/PARTY,INTERSECTION SYKES ST  @ GOMAINS AVE,CHAPEL HILL,NC,27516,2010/05/05 22:46:00+00,2010/05/05 22:45:00+00,2010/05/05 22:46:00+00,<Null>,HIGHWAY/ROAD/STREET  ETC.,N,<Null>,<Null>,<Null>,<Null>,35.915562,-79.065918,2704,
-8800635.411,4289220.035,76342,CHPD,LOUD MUSIC/PARTY,105 STEPHENS ST,CHAPEL HILL,NC,27516,2010/04/23 00:28:00+00,2010/04/23 00:27:00+00,2010/04/23 00:28:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.917097,-79.057453,2718,
-8796986.247,4288689.612,76347,CHPD,LOUD MUSIC/PARTY,9 FLEMINGTON RD,CHAPEL HILL,NC,27517,2010/04/23 00:37:00+00,2010/04/23 00:37:00+00,2010/04/23 00:37:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.913238,-79.024672,2790,
-8800879.758,4288914.066,76239,CHPD,LOUD MUSIC/PARTY,212 CARR ST,CHAPEL HILL,NC,27516,2010/04/17 00:05:00+00,2010/04/17 00:04:00+00,2010/04/17 00:05:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.914871,-79.059648,2849,
-8797608.746,4290658.725,76382,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,130 S ESTES DR,CHAPEL HILL,NC,27514,2010/04/25 01:16:00+00,2010/04/25 01:15:00+00,2010/04/25 01:16:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.927563,-79.030264,2854,
-8800765.21,4288975.919,76383,CHPD,LOUD MUSIC/PARTY,401 PRITCHARD AVE,CHAPEL HILL,NC,27516,2010/04/24 20:02:00+00,2010/04/24 20:02:00+00,2010/04/24 20:02:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.915321,-79.058619,2869,
-8796849.324,4291855.074,76330,CHPD,LOUD MUSIC/PARTY,1301 FORDHAM BLVD,CHAPEL HILL,NC,27517,2010/04/22 00:00:00+00,2010/04/21 23:59:00+00,2010/04/22 00:00:00+00,<Null>,HOTEL/MOTEL,N,<Null>,<Null>,<Null>,<Null>,35.936265,-79.023442,2894,
-8801503.703,4287303.956,76231,CHPD,LOUD MUSIC/PARTY,710 EDWARDS ST,CHAPEL HILL,NC,27516,2010/04/17 00:52:00+00,2010/04/17 00:51:00+00,2010/04/17 00:52:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.903156,-79.065253,2896,
-8800563.61,4288974.545,76253,CHPD,LOUD MUSIC/PARTY,101 NORTH ST,CHAPEL HILL,NC,27514,2010/04/18 00:28:00+00,2010/04/18 00:27:00+00,2010/04/18 00:28:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.915311,-79.056808,2906,
-8800378.82,4292000.95,76319,CHPD,LOUD MUSIC/PARTY,100 MISTY WOODS CIR,CHAPEL HILL,NC,27514,2010/04/21 05:36:00+00,2010/04/21 05:36:00+00,2010/04/21 05:36:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.937326,-79.055148,2927,
-8800271.508,4290691.993,77107,CHPD,LOUD MUSIC/PARTY,831 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27516,2010/05/30 23:43:00+00,2010/05/30 23:42:00+00,2010/05/30 23:43:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,27,B,F,35.927805,-79.054184,2995,
-8796442.451,4287995.525,77259,CHPD,LOUD NOISE,1401 OAK TREE DR,CHAPEL HILL,NC,27517,2010/06/06 18:38:00+00,2010/06/06 18:38:00+00,2010/06/06 18:38:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,66,W,F,35.908188,-79.019787,3070,
-8801073.676,4293422.544,77835,CHPD,LOUD MUSIC/PARTY,1442 NORTH HERITAGE CIR,CHAPEL HILL,NC,27516,2010/07/06 12:00:00+00,2010/07/05 13:00:00+00,2010/07/06 12:00:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.947665,-79.06139,3071,
-8800884.99,4289852.755,77256,CHPD,LOUD MUSIC/PARTY,800 PRITCHARD AVE EXT,CHAPEL HILL,NC,27516,2010/06/06 21:10:00+00,2010/06/06 21:10:00+00,2010/06/06 21:10:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,25,W,M,35.9217,-79.059695,3081,
-8795784.665,4292278.956,78217,CHPD,LOUD MUSIC/PARTY,5 ADELAIDE WALTERS ST,CHAPEL HILL,NC,27517,2010/07/24 22:54:00+00,2010/07/24 22:53:00+00,2010/07/24 22:54:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.939348,-79.013878,3088,
-8796574.588,4291570.617,77370,CHPD,LOUD MUSIC/PARTY,1250 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,2010/06/11 20:49:00+00,2010/06/11 20:45:00+00,2010/06/11 20:49:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,42,B,F,35.934196,-79.020974,3119,
-8799663.704,4290457.605,77550,CHPD,LOUD MUSIC/PARTY,700 BOLINWOOD DR,CHAPEL HILL,NC,27514,2010/06/22 00:23:00+00,2010/06/22 00:22:00+00,2010/06/22 00:23:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.9261,-79.048724,3131,
-8800722.018,4287919.659,77736,CHPD,LOUD MUSIC/PARTY,210 RANSOM ST,CHAPEL HILL,NC,27516,2010/07/01 05:26:00+00,2010/07/01 05:25:00+00,2010/07/01 05:26:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.907636,-79.058231,3140,
-8802192.437,4286030.468,78063,CHPD,LOUD MUSIC/PARTY,201 MONTCLAIR WAY,CHAPEL HILL,NC,27516,2010/07/18 01:05:00+00,2010/07/18 01:04:00+00,2010/07/18 01:05:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.893889,-79.07144,3200,
-8794783.791,4292530.709,77243,CHPD,LOUD MUSIC/PARTY,109 ST AYERS WAY,CHAPEL HILL,NC,27517,2010/06/05 22:09:00+00,2010/06/05 22:09:00+00,2010/06/05 22:09:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.941179,-79.004887,3223,
-8796574.588,4291570.617,77634,CHPD,LOUD NOISE,1250 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,2010/06/25 20:19:00+00,2010/06/25 20:18:00+00,2010/06/25 20:19:00+00,<Null>,OTHER RESIDENCE - SINGLE FAMILY DWELLING,<Null>,<Null>,<Null>,<Null>,<Null>,35.934196,-79.020974,3262,
-8800751.072,4293666.485,77654,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,1208 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2010/06/27 00:23:00+00,2010/06/27 00:22:00+00,2010/06/27 00:23:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.949439,-79.058492,3275,
-8802067.648,4286839.453,77509,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,1105 HIGHWAY 54 BYPASS,CHAPEL HILL,NC,27516,2010/06/19 21:44:00+00,2010/06/19 21:44:00+00,2010/06/19 21:44:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,<Null>,<Null>,<Null>,<Null>,<Null>,35.899776,-79.070319,3360,
-8796574.588,4291570.617,77458,CHPD,LOUD MUSIC/PARTY,1250 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,2010/06/17 00:11:00+00,2010/06/17 00:11:00+00,2010/06/17 00:11:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.934196,-79.020974,3362,
-8800346.983,4292065.845,77507,CHPD,LOUD MUSIC/PARTY,108 SHADOWOOD DR,CHAPEL HILL,NC,27514,2010/06/20 00:14:00+00,2010/06/20 00:13:00+00,2010/06/20 00:14:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.937798,-79.054862,3364,
-8796884.056,4292780.129,77205,CHPD,LOUD MUSIC,536 ASHLEY CT,CHAPEL HILL,NC,27514,2010/06/03 22:08:00+00,2010/06/03 22:08:00+00,2010/06/03 22:08:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.942993,-79.023754,3477,
-8801575.282,4289986.643,77376,CHPD,LOUD MUSIC,500 UMSTEAD DR,CHAPEL HILL,NC,27516,2010/06/12 03:21:00+00,2010/06/12 03:20:00+00,2010/06/12 03:21:00+00,<Null>,PARKING LOT/AREA,N,<Null>,<Null>,U,F,35.922674,-79.065896,3510,
-8797581.361,4290573.217,77805,CHPD,LOUD NOISE,500 SHEPHERD LN,CHAPEL HILL,NC,27514,2010/07/04 22:45:00+00,2010/07/04 22:44:00+00,2010/07/04 22:45:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,W,F,35.926941,-79.030018,3538,
-8800895.454,4287736.594,77206,CHPD,LOUD MUSIC/PARTY,404 MCCAULEY ST,CHAPEL HILL,NC,27516,2010/06/03 23:24:00+00,2010/06/03 23:23:00+00,2010/06/03 23:24:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.906304,-79.059789,3551,
-8797565.665,4292217.222,77242,CHPD,LOUD BAND,1700  OLD OXFORD,CHAPEL HILL,NC,27514,2010/06/04 20:43:00+00,2010/06/04 20:43:00+00,2010/06/04 20:43:00+00,<Null>,HIGHWAY/ROAD/STREET  ETC.,<Null>,<Null>,<Null>,<Null>,<Null>,35.938899,-79.029877,3562,
-8794347.641,4293729.465,78019,CHPD,LOUD NOISE,5623 FORDHAM BLVD,CHAPEL HILL,NC,27516,2010/07/16 01:52:00+00,2010/07/16 01:51:00+00,2010/07/16 01:52:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.949897,-79.000969,3631,
-8800019.481,4295665.657,77909,CHPD,LOUD MUSIC,1000 WEAVER DAIRY RD,CHAPEL HILL,NC,27514,2010/07/10 04:42:00+00,2010/07/10 04:41:00+00,2010/07/10 04:42:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.963976,-79.05192,3633,
-8794482.56,4293005.08,77792,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,5639 OLD DURHAM RD,CHAPEL HILL,NC,27517,2010/07/03 22:45:00+00,2010/07/03 22:30:00+00,2010/07/03 22:45:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.944629,-79.002181,3641,
-8801045.178,4293454.446,77890,CHPD,LOUD MUSIC,1141 N HERITAGE CIR,CHAPEL HILL,NC,27516,2010/07/09 12:13:00+00,2010/07/09 11:30:00+00,2010/07/09 11:30:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,28,W,F,35.947897,-79.061134,3700,
-8796884.835,4290198.477,77788,CHPD,LOUD MUSIC/PARTY,333 S ESTES DR,CHAPEL HILL,NC,27517,2010/07/03 23:01:00+00,2010/07/03 23:01:00+00,2010/07/03 23:01:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.924215,-79.023761,3728,
-8800480.232,4295226.102,77676,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,200 WESTMINSTER DR,CHAPEL HILL,NC,<Null>,2010/06/27 19:43:00+00,2010/06/26 19:43:00+00,2010/06/27 19:43:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,44,A,F,35.96078,-79.056059,3768,
-8800480.232,4295226.102,77385,CHPD,LOUD MUSIC FROM VEHICLE,200 WESTMINSTER DR,CHAPEL HILL,NC,27514,2010/06/13 00:28:00+00,2010/06/13 00:27:00+00,2010/06/13 00:28:00+00,<Null>,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.96078,-79.056059,3825,
-8796688.245,4291688.441,78457,CHPD,LOUD NOISE,108 EPHESUS CHURCH RD,CHAPEL HILL,NC,27517,2010/08/07 23:07:00+00,2010/08/07 23:06:00+00,2010/08/07 23:07:00+00,<Null>,OTHER RESIDENCE - SINGLE FAMILY DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.935053,-79.021995,4044,
-8801484.779,4289279.415,78692,CHPD,LOUD MUSIC/PARTY,337 MCMASTERS ST,CHAPEL HILL,NC,27516,2010/08/20 00:23:00+00,2010/08/20 00:23:00+00,2010/08/20 00:23:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,<Null>,<Null>,<Null>,<Null>,<Null>,35.917529,-79.065083,4075,
-8795188.437,4286285.373,78369,CHPD,LOUD MUSIC/PARTY,243 SUMMERWALK CIR,CHAPEL HILL,NC,27517,2010/08/03 03:09:00+00,2010/08/03 03:08:00+00,2010/08/03 03:09:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,66,W,M,35.895744,-79.008522,4097,
-8801829.536,4289845.881,78462,CHPD,LOUD MUSIC/PARTY,190 RIDGE TRL,CHAPEL HILL,NC,27516,2010/08/08 02:45:00+00,2010/08/08 02:44:00+00,2010/08/08 02:45:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.92165,-79.06818,4206,
-8800480.232,4295226.102,78362,CHPD,LOUD NOISE,200 WESTMINSTER DR,CHAPEL HILL,NC,27514,2010/08/02 17:02:00+00,2010/08/02 16:45:00+00,2010/08/02 16:45:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,45,A,F,35.96078,-79.056059,4310,
-8800924.063,4288997.087,79194,CHPD,LOUD MUSIC/PARTY,409 CHURCH ST,CHAPEL HILL,NC,27516,2010/09/11 21:47:00+00,2010/09/11 21:46:00+00,2010/09/11 21:47:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.915475,-79.060046,4351,
-8801037.831,4289605.875,78277,CHPD,LOUD MUSIC/PARTY,719 PRITCHARD AVE EXT,CHAPEL HILL,NC,27516,2010/07/29 01:15:00+00,2010/07/29 01:14:00+00,2010/07/29 01:15:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,U,U,35.919904,-79.061068,4382,
-8801235.201,4288197.699,78948,CHPD,LOUD MUSIC/PARTY,121 S ROBERSON ST,CHAPEL HILL,NC,27516,2010/08/30 22:50:00+00,2010/08/30 22:49:00+00,2010/08/30 22:50:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.909659,-79.062841,4389,
-8797269.221,4291012.447,78460,CHPD,LOUD MUSIC/PARTY,1308 WILLOW DR,CHAPEL HILL,NC,27514,2010/08/07 21:38:00+00,2010/08/07 21:38:00+00,2010/08/07 21:38:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.930136,-79.027214,4406,
-8801253.123,4286563.784,79151,CHPD,LOUD MUSIC/PARTY,619 COOLIDGE ST,CHAPEL HILL,NC,27516,2010/09/09 22:22:00+00,2010/09/09 22:22:00+00,2010/09/09 22:22:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.89777,-79.063002,4430,
-8800470.659,4290594.663,78889,CHPD,LOUD MUSIC/PARTY,717 WILLIAMS CIR,CHAPEL HILL,NC,27516,2010/08/27 23:58:00+00,2010/08/27 23:57:00+00,2010/08/27 23:58:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,<Null>,<Null>,<Null>,<Null>,<Null>,35.927097,-79.055973,4450,
-8800560.493,4290165.76,78735,CHPD,LOUD MUSIC/PARTY,218 GREENE ST,CHAPEL HILL,NC,27516,2010/08/22 00:03:00+00,2010/08/22 00:02:00+00,2010/08/22 00:03:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.923977,-79.05678,4460,
-8801143.362,4293516.6,78729,CHPD,LOUD MUSIC/PARTY,931 NORTH HERITAGE LOOP,CHAPEL HILL,NC,27514,2010/08/21 22:40:00+00,2010/08/21 22:39:00+00,2010/08/21 22:40:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.948349,-79.062016,4526,
-8800045.084,4290252.914,78728,CHPD,LOUD MUSIC/PARTY,612 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2010/08/22 01:27:00+00,2010/08/22 01:26:00+00,2010/08/22 01:27:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.924611,-79.05215,4559,
-8800981.838,4286388.574,78745,CHPD,LOUD MUSIC/PARTY,1013 DAWES ST,CHAPEL HILL,NC,27516,2010/08/22 01:12:00+00,2010/08/22 01:11:00+00,2010/08/22 01:12:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.896495,-79.060565,4687,
-8801689.05,4289692.612,79172,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,66 FERNWOOD LN,CHAPEL HILL,NC,27516,2010/09/11 02:41:00+00,2010/09/11 02:41:00+00,2010/09/11 02:41:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,<Null>,<Null>,29,W,F,35.920535,-79.066918,4806,
-8800355.443,4291041.179,79174,CHPD,LOUD NOISE,881 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27516,2010/09/11 03:38:00+00,2010/09/11 03:37:00+00,2010/09/11 03:38:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,<Null>,<Null>,<Null>,<Null>,<Null>,35.930345,-79.054938,4826,
-8801046.737,4289575.635,78686,CHPD,LOUD MUSIC/PARTY,713 PRITCHARD AVE EXT,CHAPEL HILL,NC,27516,2010/08/19 23:32:00+00,2010/08/19 23:31:00+00,2010/08/19 23:32:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.919684,-79.061148,4867,
-8799968.274,4289063.613,78727,CHPD,LOUD MUSIC/PARTY,223 E ROSEMARY ST,CHAPEL HILL,NC,27514,2010/08/21 21:55:00+00,2010/08/21 21:54:00+00,2010/08/21 21:55:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,56,W,M,35.915959,-79.05146,4912,
-8795166.73,4292827.292,79067,CHPD,LOUD NOISE,103 COOPER GLEN PLACE,CHAPEL HILL,NC,27514,2010/09/05 15:24:00+00,2010/09/03 03:00:00+00,2010/09/05 15:15:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,48,B,F,35.943336,-79.008327,4938,
-8801046.737,4289644.776,78449,CHPD,LOUD MUSIC/PARTY,800 PRITCHARD AVE,CHAPEL HILL,NC,27516,2010/08/07 17:30:00+00,2010/08/07 14:29:00+00,2010/08/07 14:30:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,26,W,M,35.920187,-79.061148,4945,
-8798234.027,4289386.493,80186,CHPD,LOUD MUSIC/PARTY,31 DAVIE CIR,CHAPEL HILL,NC,27514,2010/10/30 22:43:00+00,2010/10/30 22:42:00+00,2010/10/30 22:43:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.918308,-79.035881,5007,
-8795215.043,4293456.921,80114,CHPD,LOUD MUSIC/PARTY,106 PINEGATE CIR,CHAPEL HILL,NC,27514,2010/10/27 21:10:00+00,2010/10/27 21:09:00+00,2010/10/27 21:10:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,31,W,M,35.947915,-79.008761,5069,
-8800832.781,4289614.673,79874,CHPD,LOUD MUSIC/PARTY,106 E LONGVIEW ST,CHAPEL HILL,NC,27516,2010/10/08 22:02:00+00,2010/10/08 22:01:00+00,2010/10/08 22:02:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,<Null>,<Null>,<Null>,<Null>,<Null>,35.919968,-79.059226,5090,
-8801315.351,4288084.723,79461,CHPD,LOUD MUSIC/PARTY,115 S GRAHAM ST,CHAPEL HILL,NC,27516,2010/09/25 00:41:00+00,2010/09/25 00:40:00+00,2010/09/25 00:41:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.908837,-79.063561,5109,
-8801227.854,4288182.306,80184,CHPD,LOUD MUSIC/PARTY,123 S ROBERSON ST,CHAPEL HILL,NC,27516,2010/10/30 23:42:00+00,2010/10/30 23:41:00+00,2010/10/30 23:42:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.909547,-79.062775,5111,
-8801689.05,4289692.612,79586,CHPD,LOUD MUSIC/PARTY,66 FERNWOOD LN,CHAPEL HILL,NC,27516,2010/10/01 23:56:00+00,2010/10/01 23:55:00+00,2010/10/01 23:56:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.920535,-79.066918,5131,
-8800498.377,4287910.451,80207,CHPD,LOUD MUSIC/PARTY,219 MCCAULEY ST,CHAPEL HILL,NC,27516,2010/10/31 21:56:00+00,2010/10/31 21:55:00+00,2010/10/31 21:56:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,U,U,35.907569,-79.056222,5167,
-8801188.781,4289533.71,79308,CHPD,LOUD MUSIC/PARTY,751 TRINITY CT,CHAPEL HILL,NC,27516,2010/09/18 01:15:00+00,2010/09/18 01:14:00+00,2010/09/18 01:15:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.919379,-79.062424,5207,
-8798735.41,4289330.136,80046,CHPD,LOUD MUSIC/PARTY,740 E FRANKLIN ST,CHAPEL HILL,NC,27514,2010/10/24 01:02:00+00,2010/10/24 01:02:00+00,2010/10/24 01:02:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.917898,-79.040385,5232,
-8800538.897,4287699.349,79462,CHPD,LOUD MUSIC/PARTY,221 VANCE ST,CHAPEL HILL,NC,27516,2010/09/25 00:55:00+00,2010/09/25 00:54:00+00,2010/09/25 00:55:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.906033,-79.056586,5243,
-8798387.203,4289554.191,79592,CHPD,LOUD MUSIC/PARTY,54 DAVIE CIR,CHAPEL HILL,NC,27514,2010/10/01 23:25:00+00,2010/10/01 23:24:00+00,2010/10/01 23:25:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.919528,-79.037257,5281,
