X,Y,Incident_ID,Agency,Offense,Street,City,State,Zipcode,Date_of_Report,Date_of_Occurrence,Date_Found,Reported_As,Premise_Description,Forcible,Weapon_Description,Victim_Age,Victim_Race,Victim_Gender,Latitude,Longitude,ObjectId
-8800540.345,4288686.864,172899,CHPD,OPEN CONTAINER,110 W FRANKLIN ST,CHAPEL HILL,NC,27516,2019/07/23 21:08:00+00,2019/07/23 21:08:00+00,2019/07/23 21:08:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.913218,-79.056599,70285
-8800403.199,4288729.472,173200,CHPD,OPEN CONTAINER,109 E FRANKLIN ST,CHAPEL HILL,NC,27514,2019/08/03 10:31:00+00,2019/08/03 10:31:00+00,2019/08/03 10:31:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.913528,-79.055367,70288
-8800768.327,4296250.199,173526,CHPD,OPEN CONTAINER OF MALT BEVERAGE,1800 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2019/08/14 20:22:00+00,2019/08/14 20:22:00+00,2019/08/14 20:22:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.968226,-79.058647,70407
-8800409.655,4288663.498,172991,CHPD,OPEN CONTAINER,100 E FRANKLIN ST,CHAPEL HILL,NC,27514,2019/07/26 20:10:00+00,2019/07/26 20:10:00+00,2019/07/26 20:10:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.913048,-79.055425,70565
-8796787.987,4292014.699,174408,CHPD,OPEN CONTAINER,1720 FORDHAM BLVD,CHAPEL HILL,NC,<Null>,2019/09/11 12:51:00+00,2019/09/11 12:51:00+00,2019/09/11 12:51:00+00,TRESPASSING/UNW,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.937426,-79.022891,71058
-8796787.987,4292014.699,173573,CHPD,OPEN CONTAINER OF MALT BEVERAGE,1720 FORDHAM BLVD,CHAPEL HILL,NC,<Null>,2019/08/16 16:21:00+00,2019/08/16 16:10:00+00,2019/08/16 16:11:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.937426,-79.022891,71105
-8800782.798,4288635.321,173849,CHPD,OPEN CONTAINER,109 CHURCH ST,CHAPEL HILL,NC,27516,2019/08/25 01:56:00+00,2019/08/25 01:54:00+00,2019/08/25 01:56:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.912843,-79.058777,71541
-8800483.572,4288607.007,174983,CHPD,POSS. OF OPEN CONTAINER,100 N COLUMBIA ST,CHAPEL HILL,NC,27514,2019/09/27 10:37:00+00,2019/09/27 10:37:00+00,2019/09/27 10:37:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.912637,-79.056089,71668
-8801311.566,4289815.502,176138,CHPD,OPEN CONTAINER,399 UMSTEAD DR,CHAPEL HILL,NC,27516,2019/10/31 22:36:00+00,2019/10/31 22:36:00+00,2019/10/31 22:36:00+00,SUSPICIOUS/WANT,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.921429,-79.063527,72035
-8796700.156,4291948.291,177534,CHPD,OPEN CONTAINER OF MALT BEVERAGE,1720 FORDHAM BLVD,CHAPEL HILL,NC,27514,2019/12/14 19:18:00+00,2019/12/14 19:15:00+00,2019/12/14 19:18:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.936943,-79.022102,73190
-8800546.244,4288812.354,177540,CHPD,OPEN CONTAINER IN VEHICLE,100 W ROSEMARY ST,CHAPEL HILL,NC,27516,2019/12/15 00:07:00+00,2019/12/15 00:07:00+00,2019/12/15 00:07:00+00,TRAFFIC STOP,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.914131,-79.056652,73192
-8800398.078,4288647.279,177403,CHPD,OPEN CONTAINER OF MALT BEVERAGE,100 W FRANKLIN ST,CHAPEL HILL,NC,27516,2019/12/10 17:38:00+00,2019/12/10 17:35:00+00,2019/12/10 17:38:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.91293,-79.055321,73562
-8800916.159,4288523.44,177736,CHPD,OPEN CONTAINER,210 W FRANKLIN ST,CHAPEL HILL,NC,27516,2019/12/21 01:16:00+00,2019/12/21 01:16:00+00,2019/12/21 01:16:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.912029,-79.059975,73593
-8800975.938,4288454.855,178343,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2020/01/13 08:20:00+00,2020/01/13 08:20:00+00,2020/01/13 08:20:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.91153,-79.060512,73608
-8794883.533,4292352.103,178440,CHPD,OPEN CONTAINER,209 HADDON HALL CIR,CHAPEL HILL,NC,27517,2020/01/16 02:02:00+00,2020/01/16 02:02:00+00,2020/01/16 02:02:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.93988,-79.005783,73663
-8800266.387,4288885.752,178435,CHPD,OPEN CONTAINER OF MALT BEVERAGE,150 E ROSEMARY ST,CHAPEL HILL,NC,27514,2020/01/15 19:39:00+00,2020/01/15 19:39:00+00,2020/01/15 19:39:00+00,LE ASSISTANCE,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.914665,-79.054138,73668
-8800394.739,4288737.307,178365,CHPD,OPEN CONTAINER,109 E FRANKLIN ST,CHAPEL HILL,NC,27514,2020/01/13 16:46:00+00,2020/01/13 16:46:00+00,2020/01/13 16:46:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.913585,-79.055291,73845
-8800977.274,4288462.689,179686,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2020/02/25 20:36:00+00,2020/02/25 20:36:00+00,2020/02/25 20:36:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,47,B,M,35.911587,-79.060524,74104
-8800572.182,4288699.096,179274,CHPD,OPEN CONTAINER,112 W FRANKLIN ST,CHAPEL HILL,NC,27516,2020/02/11 16:38:00+00,2020/02/11 16:30:00+00,2020/02/11 16:38:00+00,TRESPASSING/UNW,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.913307,-79.056885,74424
-8800975.938,4288454.855,179895,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2020/03/02 19:26:00+00,2020/03/02 19:26:00+00,2020/03/02 19:26:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.91153,-79.060512,74486
-8800678.381,4288652.502,179982,CHPD,OPEN CONTAINER,140 W FRANKLIN ST,CHAPEL HILL,NC,27516,2020/03/04 20:45:00+00,2020/03/04 20:45:00+00,2020/03/04 20:45:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.912968,-79.057839,74513
-8800542.46,4288695.935,179490,CHPD,OPEN CONTAINER,110 W FRANKLIN ST,CHAPEL HILL,NC,27516,2020/02/18 20:33:00+00,2020/02/18 20:33:00+00,2020/02/18 20:33:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.913284,-79.056618,74671
-8800482.013,4288689.063,179622,CHPD,OPEN CONTAINER OF MALT BEVERAGE,100 W FRANKLIN ST,CHAPEL HILL,NC,27516,2020/02/23 17:42:00+00,2020/02/23 17:42:00+00,2020/02/23 17:42:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.913234,-79.056075,74802
-8800169.205,4288862.523,179590,CHPD,OPEN CONTAINER OF MALT BEVERAGE,179 E FRANKLIN ST,CHAPEL HILL,NC,27514,2020/02/22 17:49:00+00,2020/02/22 17:49:00+00,2020/02/22 17:49:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.914496,-79.053265,74960
-8800756.416,4288574.295,181954,CHPD,OPEN CONTAINER OF MALT BEVERAGE,200 W FRANKLIN ST,CHAPEL HILL,NC,27516,2020/06/08 08:57:00+00,2020/06/08 08:50:00+00,2020/06/08 08:57:00+00,HARASSMENT/STAL,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,NONE,<Null>,<Null>,<Null>,35.912399,-79.05854,76344
-8798557.633,4289982.245,182093,CHPD,OPEN CONTAINER OF MALT BEVERAGE,1010 E FRANKLIN ST/HOWELL LN,CHAPEL HILL,NC,27514,2020/06/14 19:13:00+00,2020/06/14 19:10:00+00,2020/06/14 19:13:00+00,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,<Null>,<Null>,<Null>,<Null>,35.922642,-79.038788,76540
-8800352.883,4291060.014,182174,CHPD,OPEN CONTAINER,888 MARTIN LUTHER KING JR BLVD/BARCLAY RD,CHAPEL HILL,NC,27514,2020/06/19 02:22:00+00,2020/06/19 02:22:00+00,2020/06/19 02:22:00+00,TRAFFIC STOP,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,NONE,<Null>,<Null>,<Null>,35.930482,-79.054915,76629
-8800354.107,4288752.289,183873,CHPD,OPEN CONTAINER,123 E FRANKLIN ST,CHAPEL HILL,NC,27514,2020/08/31 17:53:00+00,2020/08/31 17:45:00+00,2020/08/31 17:53:00+00,DISTURBANCE/NUI,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.913694,-79.054926,77458
-8797139.2,4288119.083,186398,CHPD,OPEN CONTAINER,1201 RALEIGH RD,CHAPEL HILL,NC,27517,2020/12/12 17:03:00+00,2020/12/12 17:03:00+00,2020/12/12 17:03:00+00,TRAFFIC VIOLATI,PARKING/DROP LOT/GARAGE,<Null>,<Null>,<Null>,<Null>,<Null>,35.909087,-79.026046,79983
-8800445.612,4288687.001,188746,CHPD,OPEN CONTAINER OF MALT BEVERAGE,100 E FRANKLIN ST,CHAPEL HILL,NC,27514,2021/03/31 00:06:00+00,2021/03/31 00:05:00+00,2021/03/31 00:06:00+00,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,NONE,<Null>,<Null>,<Null>,35.913219,-79.055748,81184
-8800982.172,4288427.229,188003,CHPD,OPEN CONTAINER AFTER CONSUMING,330 W FRANKLIN ST,CHAPEL HILL,NC,27516,2021/02/27 00:10:00+00,2021/02/27 00:08:00+00,2021/02/27 00:10:00+00,TRAFFIC STOP,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.911329,-79.060568,81277
-8800914.823,4288515.056,190645,CHPD,OPEN CONTAINER (WARNING),306 W FRANKLIN ST,CHAPEL HILL,NC,27516,2021/06/14 23:13:00+00,2021/06/14 23:13:00+00,2021/06/14 23:13:00+00,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,<Null>,<Null>,<Null>,<Null>,35.911968,-79.059963,83333
-8800977.274,4288462.689,192045,CHPD,OPEN CONTAINER,310 W FRANKLIN ST,CHAPEL HILL,NC,27516,2021/08/07 17:40:00+00,2021/08/07 17:35:00+00,2021/08/07 17:40:00+00,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.911587,-79.060524,84614
-8800483.794,4288697.035,192426,CHPD,OPEN CONTAINER,108 CHURCH ST,CHAPEL HILL,NC,27516,2021/08/20 22:47:00+00,2021/08/20 22:32:00+00,2021/08/20 22:33:00+00,SUSPICIOUS/WANT,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,NONE,<Null>,<Null>,<Null>,35.913292,-79.056091,84705
-8796700.156,4287781.535,200609,CHPD,OPEN CONTAINER,3140 ENVIRON WAY,CHAPEL HILL,NC,27517,2022/05/28 21:57:00+00,2022/05/28 21:57:00+00,2022/05/28 21:57:00+00,SUSPICIOUS/WANT,PARKING/DROP LOT/GARAGE,<Null>,NONE,<Null>,<Null>,<Null>,35.906631,-79.022102,86802
-8800170.43,4288870.632,199182,CHPD,OPEN CONTAINER OF MALT BEVERAGE,179 E FRANKLIN ST,CHAPEL HILL,NC,27514,2022/04/10 14:09:00+00,2022/04/10 14:09:00+00,2022/04/10 14:09:00+00,DISTURBANCE/NUI,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,N,<Null>,<Null>,<Null>,<Null>,35.914555,-79.053276,87797
-8800575.521,4292280.881,196324,CHPD,OPEN CONTAINER,MUNICIPAL DR/MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2021/12/28 01:57:00+00,2021/12/28 01:54:00+00,2021/12/28 01:57:00+00,TRAFFIC STOP,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.939362,-79.056915,89090
-8800191.692,4288692.774,194557,CHPD,OPEN CONTAINER OF MALT BEVERAGE,150 E FRANKLIN ST,CHAPEL HILL,NC,27514,2021/10/29 17:15:00+00,2021/10/29 17:14:00+00,2021/10/29 17:15:00+00,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,<Null>,<Null>,<Null>,<Null>,<Null>,35.913261,-79.053467,91848
-8800387.857,4289003.757,208484,CHPD,OPEN CONTAINER OF MALT BEVERAGE,143 E ROSEMARY ST,CHAPEL HILL,NC,27514,2023/01/28 17:27:00+00,2023/01/28 17:25:00+00,2023/01/28 17:26:00+00,SUSPICIOUS/WANT,PARKING/DROP LOT/GARAGE,,NONE,62,W,F,35.91552353,-79.05522918,95038
-8800735.22,4288520.855,208743,CHPD,OPEN CONTAINER,143 W FRANKLIN ST,CHAPEL HILL,NC,27516,2023/02/04 22:01:00+00,2023/02/04 22:00:00+00,2023/02/04 22:01:00+00,MISC OFFICER IN,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,,NONE,,,,35.91201019,-79.0583496,95628
-8800713.139,4288369.854,210961,CHPD,OPEN CONTAINER IN VEHICLE,3 COLONY CT,CHAPEL HILL,NC,27516,2023/04/07 22:23:00+00,2023/04/07 22:16:00+00,2023/04/07 22:23:00+00,WEAPON/FIREARMS,RESIDENCE/HOME,,OTHER FIREARM,,W,F,35.91091156,-79.05815124,97153
-8796700.195,4291948.298,212063,CHPD,OPEN CONTAINER OF MALT BEVERAGE,1720 FORDHAM BLVD,CHAPEL HILL,NC,27514,2023/05/05 23:35:00+00,2023/05/05 22:20:00+00,2023/05/05 22:35:00+00,SUSPICIOUS/WANT,,,NONE,,,,35.93694305,-79.02210235,97940
-8800456.65,4288682.344,217229,CHPD,OPEN CONTAINER OF MALT BEVERAGE,W FRANKLIN ST@S COLUMBIA ST,CHAPEL HILL,NC,27516,2023/09/24 02:22:00+00,2023/09/24 02:22:00+00,2023/09/24 02:22:00+00,TRAFFIC STOP,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK,,NONE,,,,35.91318512,-79.05584716,99149
-8800785.33,4296035.796,215367,CHPD,OPEN CONTAINER,1860 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2023/08/04 11:08:00+00,2023/08/04 11:00:00+00,2023/08/04 11:08:00+00,SUSPICIOUS/WANT,SERVICE/GAS STATION,N,NONE,,,,35.96666718,-79.05879974,101764
